PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene
21.68 ,41.25 ,4.65 ,11.12 ,8.90 ,11.68 ,0.36 ,10.00 ,48.60 ,3.75 ,9.90 
75.05 ,146.40 ,19.36 ,61.70 ,64.35 ,17.17 ,1.26 ,4.72 ,19.52 ,4.21 ,8.49 
69.10 ,278.99 ,7.03 ,17.44 ,21.07 ,16.49 ,0.94 ,6.20 ,28.95 ,1.16 ,8.08 
59.41 ,131.79 ,35.61 ,50.34 ,85.84 ,26.02 ,0.67 ,8.55 ,21.95 ,28.24 ,41.56 
45.46 ,116.90 ,12.48 ,47.89 ,47.35 ,21.94 ,0.67 ,14.30 ,34.86 ,1.86 ,9.41 
20.26 ,31.94 ,2.87 ,11.39 ,11.75 ,6.33 ,0.87 ,6.21 ,27.19 ,0.16 ,1.10 
23.00 ,66.75 ,4.10 ,12.25 ,9.82 ,0.05 ,0.78 ,5.33 ,45.62 ,3.18 ,5.70 
38.98 ,79.48 ,5.06 ,7.66 ,8.99 ,3.43 ,1.55 ,1.92 ,41.19 ,3.66 ,5.16 
12.13 ,29.95 ,13.84 ,10.99 ,12.50 ,34.85 ,1.24 ,2.84 ,21.55 ,0.08 ,0.13 
48.92 ,65.50 ,1.20 ,16.86 ,9.90 ,13.49 ,0.35 ,3.65 ,50.34 ,1.38 ,4.19 
62.00 ,104.00 ,2.30 ,14.40 ,9.55 ,18.70 ,1.00 ,8.80 ,83.98 ,1.82 ,2.35 
12.59 ,18.00 ,0.93 ,13.30 ,7.85 ,9.65 ,0.11 ,13.98 ,33.67 ,1.12 ,3.03 
106.02 ,185.73 ,9.23 ,51.93 ,13.16 ,20.00 ,0.47 ,46.83 ,41.58 ,2.72 ,6.75 
36.28 ,70.49 ,6.01 ,15.93 ,21.99 ,20.74 ,0.50 ,12.40 ,116.24 ,2.69 ,6.27 
148.78 ,296.53 ,160.08 ,89.86 ,249.93 ,29.40 ,2.93 ,9.50 ,4.39 ,46.15 ,73.55 
43.00 ,139.00 ,16.13 ,37.15 ,32.85 ,9.38 ,0.56 ,5.35 ,33.72 ,5.85 ,11.47 
73.59 ,133.67 ,83.40 ,41.50 ,137.32 ,51.23 ,2.44 ,13.46 ,62.20 ,10.21 ,43.39 
142.36 ,419.47 ,242.91 ,121.26 ,78.28 ,72.32 ,1.38 ,59.08 ,22.07 ,12.10 ,62.65 
65.00 ,258.00 ,121.80 ,63.05 ,132.57 ,9.55 ,1.34 ,2.03 ,10.50 ,12.90 ,23.25 
253.31 ,404.82 ,25.77 ,53.16 ,53.12 ,37.62 ,1.35 ,22.67 ,49.54 ,5.96 ,23.34 
96.26 ,103.38 ,13.35 ,11.21 ,24.36 ,9.15 ,0.88 ,9.36 ,5.54 ,2.56 ,1.12 
41.04 ,146.29 ,6.46 ,19.54 ,16.35 ,26.40 ,0.72 ,14.06 ,99.74 ,1.22 ,17.49 
17.61 ,45.58 ,10.15 ,17.78 ,24.42 ,11.45 ,0.90 ,4.78 ,38.26 ,0.32 ,1.06 
229.55 ,461.68 ,65.15 ,115.21 ,58.05 ,54.28 ,0.68 ,16.51 ,21.54 ,4.61 ,7.32 
30.07 ,64.90 ,7.02 ,17.49 ,21.98 ,11.64 ,0.89 ,4.27 ,33.45 ,0.29 ,0.86 
40.81 ,104.86 ,17.22 ,29.63 ,38.25 ,19.53 ,1.04 ,7.04 ,102.45 ,1.26 ,9.33 
18.46 ,65.22 ,13.12 ,18.13 ,22.23 ,23.14 ,0.58 ,9.97 ,17.59 ,0.78 ,16.46 
42.63 ,100.35 ,5.04 ,26.15 ,24.56 ,14.83 ,0.97 ,5.18 ,54.78 ,0.30 ,1.58 
15.85 ,51.94 ,2.28 ,13.18 ,8.85 ,17.44 ,0.24 ,7.06 ,33.58 ,0.38 ,3.09 
129.48 ,227.96 ,2.65 ,43.36 ,45.97 ,33.94 ,0.46 ,17.14 ,68.17 ,0.32 ,0.42 
34.63 ,50.76 ,16.25 ,9.40 ,25.65 ,11.65 ,0.17 ,7.91 ,18.64 ,2.90 ,1.14 
126.55 ,192.04 ,6.50 ,39.00 ,40.89 ,32.50 ,1.36 ,10.64 ,64.83 ,2.31 ,3.11 
58.32 ,64.71 ,9.14 ,29.37 ,30.36 ,12.91 ,1.06 ,6.92 ,37.34 ,0.52 ,28.26 
64.85 ,46.02 ,10.67 ,42.65 ,29.67 ,17.71 ,0.21 ,13.74 ,9.01 ,2.14 ,0.34 
58.22 ,133.35 ,18.55 ,92.45 ,107.30 ,19.76 ,1.13 ,31.71 ,70.79 ,2.56 ,7.92 
13.30 ,47.70 ,38.98 ,38.03 ,49.52 ,26.83 ,0.70 ,5.30 ,19.18 ,0.36 ,0.22 
39.00 ,89.25 ,9.80 ,25.80 ,21.70 ,7.40 ,0.87 ,9.18 ,48.53 ,4.40 ,6.65 
14.19 ,36.30 ,4.13 ,14.77 ,10.87 ,41.59 ,0.63 ,11.54 ,14.05 ,3.54 ,0.58 
26.36 ,49.76 ,9.45 ,5.77 ,15.22 ,4.72 ,0.66 ,3.52 ,48.57 ,1.69 ,0.96 
75.57 ,154.63 ,13.05 ,53.57 ,55.98 ,63.35 ,1.46 ,8.64 ,53.65 ,2.02 ,6.73 
57.20 ,148.56 ,8.80 ,38.67 ,43.62 ,18.93 ,0.85 ,9.22 ,69.88 ,2.11 ,5.79 
30.58 ,43.80 ,3.69 ,20.87 ,24.56 ,20.46 ,0.50 ,6.55 ,50.45 ,0.88 ,0.51 
79.90 ,170.35 ,19.39 ,64.27 ,45.13 ,18.84 ,0.90 ,17.87 ,15.95 ,1.28 ,5.01 
16.54 ,65.68 ,8.73 ,26.07 ,26.89 ,12.96 ,0.62 ,4.33 ,18.11 ,0.28 ,1.89 
47.71 ,109.95 ,16.23 ,30.87 ,43.96 ,27.85 ,0.88 ,15.55 ,11.53 ,1.72 ,10.16 
18.50 ,53.00 ,1.68 ,29.42 ,6.80 ,9.65 ,0.08 ,1.93 ,39.47 ,0.02 ,0.23 
29.00 ,48.75 ,1.05 ,7.95 ,5.08 ,15.60 ,0.55 ,12.80 ,30.88 ,0.30 ,0.35 
74.40 ,170.10 ,16.11 ,56.61 ,38.51 ,18.69 ,0.89 ,22.55 ,20.04 ,1.10 ,5.73 
119.06 ,421.91 ,8.17 ,15.01 ,20.05 ,12.10 ,0.83 ,6.30 ,70.86 ,0.55 ,1.20 
11.66 ,30.73 ,49.93 ,34.16 ,46.16 ,113.85 ,0.19 ,3.99 ,35.31 ,3.26 ,0.85 
76.67 ,181.00 ,23.94 ,89.83 ,67.24 ,15.38 ,1.87 ,26.33 ,18.12 ,7.93 ,37.96 
84.81 ,122.37 ,10.63 ,10.02 ,20.69 ,11.55 ,0.71 ,7.76 ,28.64 ,2.32 ,2.25 
35.56 ,59.30 ,6.88 ,13.33 ,11.80 ,12.24 ,0.41 ,4.44 ,18.68 ,1.34 ,9.01 
19.75 ,61.83 ,6.60 ,29.81 ,34.13 ,12.17 ,0.87 ,3.54 ,20.60 ,0.54 ,2.17 
59.25 ,114.25 ,65.00 ,89.17 ,100.32 ,10.83 ,0.10 ,16.17 ,141.13 ,0.20 ,1.53 
159.09 ,244.64 ,96.06 ,42.08 ,138.14 ,9.36 ,1.73 ,3.35 ,16.58 ,5.26 ,9.63 
14.25 ,40.75 ,1.77 ,10.68 ,7.10 ,5.05 ,0.56 ,15.43 ,8.33 ,3.10 ,2.67 
22.75 ,48.75 ,4.95 ,9.40 ,8.28 ,7.10 ,0.43 ,25.78 ,55.25 ,3.32 ,4.88 
293.13 ,424.44 ,234.39 ,93.39 ,188.35 ,56.87 ,1.69 ,22.18 ,48.39 ,10.30 ,21.24 
56.00 ,94.00 ,2.88 ,11.27 ,12.52 ,9.33 ,1.04 ,5.91 ,42.51 ,1.51 ,7.44 
12.93 ,43.12 ,17.11 ,9.98 ,27.09 ,12.96 ,0.56 ,8.00 ,17.86 ,1.54 ,2.27 
25.98 ,59.61 ,20.30 ,27.64 ,33.16 ,80.83 ,0.76 ,6.33 ,8.20 ,5.86 ,4.04 
80.25 ,127.25 ,3.15 ,71.90 ,40.80 ,10.70 ,1.48 ,49.95 ,45.10 ,0.10 ,0.08 
54.56 ,105.94 ,10.07 ,82.38 ,73.12 ,45.61 ,1.73 ,9.97 ,17.78 ,7.52 ,22.20 
69.43 ,156.73 ,3.72 ,14.78 ,14.72 ,18.64 ,0.56 ,5.19 ,92.79 ,0.98 ,0.18 
41.00 ,117.50 ,20.60 ,37.65 ,36.75 ,22.00 ,1.29 ,4.72 ,12.32 ,3.90 ,4.58 
39.27 ,76.99 ,3.62 ,61.51 ,65.13 ,16.84 ,0.92 ,2.89 ,12.47 ,2.54 ,5.99 
38.26 ,64.33 ,9.55 ,29.76 ,25.75 ,38.01 ,0.73 ,9.10 ,27.19 ,1.61 ,15.87 
44.53 ,166.61 ,20.34 ,134.11 ,154.44 ,30.55 ,1.91 ,9.18 ,46.93 ,1.16 ,3.04 
10.64 ,44.44 ,18.92 ,20.23 ,13.89 ,4.89 ,0.58 ,3.63 ,42.53 ,2.28 ,2.70 
67.68 ,197.26 ,17.02 ,27.61 ,30.75 ,34.57 ,1.01 ,15.00 ,117.04 ,1.99 ,33.35 
17.62 ,37.67 ,19.57 ,17.26 ,32.38 ,9.80 ,0.81 ,7.18 ,20.50 ,0.57 ,2.00 
77.95 ,176.20 ,18.52 ,103.28 ,67.58 ,17.26 ,1.37 ,18.40 ,10.74 ,9.94 ,76.29 
10.05 ,27.69 ,1.50 ,11.69 ,7.19 ,30.40 ,0.55 ,13.58 ,24.29 ,3.14 ,0.14 
43.00 ,61.50 ,4.50 ,10.10 ,9.00 ,6.70 ,0.56 ,16.80 ,66.80 ,1.65 ,3.40 
70.58 ,92.55 ,4.23 ,28.24 ,30.17 ,20.17 ,0.87 ,12.03 ,38.94 ,0.36 ,0.86 
49.50 ,99.00 ,4.17 ,40.20 ,24.77 ,10.65 ,1.21 ,13.40 ,56.08 ,5.38 ,10.18 
28.71 ,68.80 ,2.38 ,28.05 ,16.81 ,10.21 ,0.62 ,4.32 ,27.49 ,1.01 ,8.73 
22.00 ,63.50 ,41.25 ,67.20 ,69.33 ,9.53 ,1.69 ,9.62 ,16.67 ,4.90 ,7.70 
15.45 ,47.44 ,10.88 ,20.19 ,20.16 ,3.46 ,0.74 ,3.53 ,16.18 ,0.71 ,3.40 
43.90 ,47.00 ,11.43 ,0.63 ,15.93 ,37.04 ,0.41 ,6.77 ,22.35 ,0.15 ,0.69 
64.32 ,93.90 ,3.84 ,23.42 ,27.26 ,34.49 ,0.46 ,5.14 ,40.30 ,1.55 ,6.33 
71.64 ,129.63 ,10.57 ,42.45 ,43.61 ,41.89 ,0.50 ,11.90 ,31.62 ,3.08 ,12.30 
33.34 ,100.73 ,14.48 ,16.64 ,31.12 ,10.42 ,0.82 ,44.57 ,31.31 ,3.36 ,2.16 
34.30 ,81.97 ,31.19 ,25.12 ,24.72 ,6.66 ,0.77 ,3.23 ,43.99 ,1.87 ,3.33 
9.94 ,20.19 ,1.62 ,7.72 ,5.14 ,7.83 ,0.37 ,2.66 ,28.19 ,0.16 ,0.66 
69.50 ,110.30 ,3.20 ,32.82 ,19.97 ,11.08 ,0.48 ,11.03 ,37.94 ,2.72 ,23.27 
92.78 ,152.19 ,24.16 ,103.84 ,128.01 ,20.43 ,0.48 ,29.78 ,15.08 ,0.36 ,0.39 
32.30 ,38.75 ,0.73 ,2.39 ,1.09 ,2.47 ,0.40 ,3.27 ,28.60 ,442.23 ,442.23 
54.62 ,119.65 ,8.29 ,34.99 ,105.91 ,36.02 ,0.98 ,8.83 ,34.37 ,1.12 ,4.66 
39.50 ,124.80 ,4.03 ,28.84 ,18.25 ,15.54 ,0.54 ,6.83 ,29.10 ,2.00 ,18.93 
48.99 ,49.58 ,7.29 ,9.44 ,16.73 ,2.48 ,1.76 ,9.96 ,15.30 ,0.02 ,0.15 
35.44 ,64.42 ,21.94 ,40.74 ,59.02 ,23.90 ,1.05 ,2.40 ,40.40 ,2.92 ,20.68 
22.00 ,54.00 ,1.55 ,5.93 ,4.38 ,6.70 ,0.38 ,11.48 ,29.90 ,0.45 ,0.68 
54.19 ,76.31 ,52.55 ,2.38 ,54.92 ,9.55 ,1.81 ,3.61 ,32.16 ,0.94 ,1.87 
37.88 ,100.36 ,11.53 ,25.71 ,26.77 ,27.93 ,1.00 ,11.46 ,47.64 ,1.11 ,7.29 
47.00 ,77.00 ,3.85 ,19.15 ,13.30 ,13.35 ,0.75 ,51.30 ,76.45 ,0.25 ,0.95 
327.10 ,87.72 ,6.97 ,11.13 ,9.05 ,7.80 ,0.55 ,19.40 ,51.68 ,0.46 ,1.64 
66.00 ,123.50 ,3.50 ,18.00 ,11.35 ,10.32 ,0.93 ,11.30 ,104.70 ,3.97 ,3.12 
204.50 ,374.65 ,9.67 ,32.18 ,41.84 ,4.00 ,2.90 ,5.72 ,18.16 ,12.15 ,15.16 
46.50 ,62.00 ,1.75 ,12.43 ,8.00 ,11.70 ,0.62 ,11.89 ,22.95 ,0.10 ,0.65 
63.20 ,154.25 ,5.26 ,48.36 ,29.84 ,45.77 ,0.50 ,49.58 ,14.83 ,4.40 ,56.10 
26.89 ,77.22 ,5.68 ,34.20 ,22.19 ,66.46 ,0.53 ,6.25 ,11.97 ,3.85 ,0.18 
59.23 ,119.04 ,4.96 ,15.54 ,18.09 ,17.10 ,0.40 ,7.71 ,71.53 ,18.07 ,31.91 
36.26 ,176.40 ,4.23 ,16.53 ,11.32 ,17.47 ,0.91 ,4.54 ,70.27 ,1.00 ,1.46 
224.57 ,320.14 ,113.91 ,73.55 ,59.87 ,54.74 ,1.08 ,14.53 ,36.32 ,8.35 ,15.39 
11.13 ,48.88 ,7.43 ,8.97 ,6.68 ,28.01 ,2.07 ,2.80 ,31.35 ,0.11 ,0.29 
42.05 ,104.94 ,9.51 ,10.01 ,19.53 ,12.97 ,0.47 ,12.01 ,15.32 ,2.32 ,2.79 
26.96 ,53.32 ,9.59 ,25.44 ,22.85 ,32.06 ,0.75 ,10.12 ,23.36 ,1.75 ,14.24 
216.23 ,364.00 ,31.92 ,67.06 ,79.84 ,58.02 ,1.12 ,18.41 ,79.92 ,2.83 ,7.50 
32.83 ,55.10 ,2.78 ,11.00 ,14.04 ,8.98 ,0.49 ,2.80 ,31.92 ,26.70 ,9.08 
26.75 ,66.26 ,10.10 ,13.08 ,23.18 ,6.41 ,0.39 ,8.71 ,10.96 ,3.75 ,2.15 
30.93 ,54.25 ,18.90 ,14.17 ,22.87 ,12.48 ,0.83 ,10.08 ,5.90 ,0.05 ,0.35 
126.42 ,228.60 ,24.71 ,53.18 ,69.72 ,46.92 ,1.31 ,15.03 ,48.35 ,2.72 ,11.48 
34.50 ,98.50 ,3.62 ,27.14 ,16.86 ,9.32 ,0.39 ,5.32 ,40.48 ,2.11 ,8.86 
178.33 ,325.95 ,3.09 ,64.88 ,56.32 ,29.34 ,1.45 ,106.35 ,57.10 ,2.90 ,5.10 
114.48 ,185.39 ,16.52 ,45.49 ,51.72 ,46.78 ,1.15 ,9.64 ,13.07 ,3.54 ,7.48 
54.36 ,127.00 ,3.92 ,20.68 ,36.32 ,20.98 ,0.52 ,4.97 ,100.42 ,1.81 ,25.48 
32.98 ,99.76 ,14.22 ,8.05 ,32.41 ,10.14 ,0.81 ,1.47 ,16.92 ,10.08 ,6.98 
63.25 ,196.12 ,4.25 ,50.85 ,12.19 ,16.02 ,0.25 ,5.62 ,38.98 ,0.10 ,1.33 
112.93 ,151.38 ,2.35 ,13.36 ,8.59 ,20.91 ,1.08 ,3.20 ,38.76 ,1.01 ,0.23 
9.25 ,24.00 ,4.17 ,10.75 ,9.10 ,8.22 ,0.55 ,3.95 ,15.92 ,0.12 ,3.57 
70.50 ,110.25 ,1.45 ,17.15 ,10.30 ,11.50 ,0.90 ,6.95 ,18.55 ,0.18 ,16.60 
24.25 ,83.17 ,5.43 ,21.01 ,15.08 ,28.00 ,0.21 ,8.27 ,16.39 ,0.41 ,3.62 
31.19 ,62.85 ,5.48 ,11.53 ,9.62 ,9.72 ,0.26 ,4.50 ,42.48 ,0.61 ,1.11 
150.40 ,295.01 ,22.61 ,51.77 ,50.32 ,28.44 ,1.37 ,16.82 ,30.02 ,4.09 ,23.97 
23.54 ,47.71 ,12.70 ,9.26 ,15.88 ,21.43 ,0.80 ,5.29 ,14.76 ,0.36 ,3.01 
72.63 ,148.28 ,2.49 ,24.71 ,20.89 ,22.64 ,0.38 ,15.21 ,98.73 ,1.03 ,2.69 
138.96 ,319.12 ,29.97 ,63.38 ,37.83 ,38.99 ,0.56 ,22.57 ,29.96 ,4.30 ,9.12 
82.75 ,159.50 ,4.92 ,24.32 ,16.95 ,8.88 ,0.69 ,9.25 ,16.17 ,5.78 ,18.58 
34.96 ,71.35 ,1.34 ,24.83 ,14.21 ,13.33 ,0.44 ,5.97 ,33.08 ,0.62 ,2.57 
36.36 ,64.38 ,3.23 ,45.61 ,48.84 ,10.40 ,1.18 ,4.77 ,22.85 ,1.47 ,4.26 
142.10 ,291.75 ,16.86 ,62.44 ,79.23 ,26.28 ,1.23 ,45.16 ,32.55 ,25.85 ,36.28 
30.29 ,62.65 ,5.31 ,31.30 ,20.90 ,12.71 ,0.52 ,6.20 ,17.89 ,1.94 ,14.03 
25.75 ,44.00 ,7.58 ,36.65 ,22.72 ,2.50 ,1.51 ,15.30 ,109.85 ,0.20 ,0.55 
11.38 ,20.09 ,8.47 ,12.13 ,20.60 ,10.75 ,0.43 ,3.40 ,25.52 ,23.10 ,21.17 
29.00 ,80.00 ,16.45 ,29.15 ,28.85 ,13.83 ,0.67 ,3.20 ,22.08 ,4.35 ,14.82 
148.89 ,265.00 ,163.55 ,89.13 ,198.82 ,32.57 ,2.47 ,31.18 ,185.38 ,4.12 ,13.22 
57.84 ,119.74 ,31.37 ,73.82 ,105.78 ,20.73 ,1.53 ,10.54 ,14.34 ,14.86 ,23.26 
63.03 ,140.11 ,25.49 ,76.26 ,88.47 ,52.72 ,1.97 ,12.43 ,9.80 ,5.90 ,14.56 
22.93 ,50.13 ,9.93 ,19.93 ,24.83 ,11.70 ,0.56 ,4.88 ,62.64 ,0.14 ,4.35 
96.08 ,194.67 ,46.09 ,53.83 ,100.01 ,23.95 ,1.42 ,9.82 ,13.51 ,18.52 ,18.50 
29.98 ,44.87 ,3.07 ,15.62 ,11.99 ,29.39 ,0.16 ,3.37 ,12.84 ,1.66 ,1.48 
50.88 ,117.46 ,17.28 ,26.23 ,38.84 ,40.64 ,0.77 ,6.40 ,37.30 ,1.20 ,2.65 
25.55 ,50.25 ,3.14 ,9.75 ,12.91 ,7.71 ,0.50 ,1.78 ,29.42 ,1.64 ,3.29 
49.46 ,164.29 ,2.87 ,20.15 ,17.51 ,20.79 ,0.69 ,9.82 ,101.80 ,0.67 ,0.24 
94.67 ,148.37 ,20.09 ,7.34 ,20.54 ,6.63 ,1.00 ,10.16 ,8.02 ,3.41 ,8.69 
53.75 ,222.00 ,21.45 ,60.00 ,49.35 ,7.30 ,1.85 ,16.20 ,5.75 ,14.77 ,21.25 
9.07 ,144.48 ,15.00 ,33.35 ,31.65 ,25.47 ,1.37 ,8.51 ,41.00 ,0.38 ,0.40 
38.71 ,70.40 ,2.88 ,31.81 ,19.14 ,17.71 ,0.42 ,4.58 ,22.03 ,1.11 ,4.50 
11.00 ,27.58 ,2.35 ,14.79 ,9.72 ,21.88 ,0.45 ,5.16 ,13.32 ,1.20 ,0.56 
14.94 ,28.83 ,7.02 ,1.30 ,6.82 ,3.46 ,1.14 ,3.04 ,21.34 ,0.16 ,0.17 
85.00 ,115.00 ,3.57 ,18.70 ,12.85 ,14.10 ,0.59 ,11.24 ,111.70 ,2.07 ,0.05 
303.22 ,611.98 ,146.80 ,103.69 ,31.65 ,44.14 ,0.76 ,62.76 ,15.40 ,5.94 ,17.11 
79.61 ,146.06 ,5.08 ,49.24 ,45.30 ,47.79 ,0.75 ,10.36 ,58.39 ,3.26 ,14.78 
19.24 ,51.52 ,6.41 ,25.88 ,22.72 ,26.88 ,0.64 ,4.26 ,23.34 ,0.71 ,0.64 
307.15 ,399.17 ,151.70 ,193.50 ,345.20 ,13.28 ,2.02 ,19.94 ,4.07 ,11.65 ,46.36 
79.99 ,266.88 ,31.98 ,55.86 ,35.05 ,25.38 ,0.55 ,24.72 ,43.86 ,3.04 ,4.53 
61.84 ,270.69 ,5.95 ,30.90 ,28.74 ,27.09 ,0.70 ,6.16 ,32.20 ,2.30 ,9.60 
32.50 ,72.00 ,2.72 ,21.54 ,15.58 ,16.30 ,0.89 ,10.04 ,16.36 ,1.16 ,5.46 
143.21 ,297.45 ,21.27 ,64.41 ,64.56 ,55.23 ,1.05 ,26.21 ,128.73 ,1.97 ,5.30 
61.72 ,146.07 ,18.03 ,14.29 ,26.07 ,10.41 ,0.70 ,16.56 ,31.41 ,1.62 ,1.90 
48.50 ,92.75 ,4.03 ,17.62 ,12.68 ,21.15 ,0.46 ,5.85 ,85.50 ,3.62 ,8.60 
21.50 ,21.65 ,2.75 ,10.35 ,12.34 ,14.26 ,0.67 ,5.50 ,41.50 ,0.19 ,2.94 
16.33 ,51.27 ,7.96 ,14.11 ,18.37 ,7.95 ,0.83 ,5.77 ,16.55 ,0.99 ,1.78 
15.02 ,59.06 ,18.90 ,16.74 ,31.69 ,12.04 ,0.80 ,10.48 ,43.02 ,1.37 ,1.38 
13.96 ,43.13 ,3.41 ,10.41 ,11.52 ,9.31 ,0.54 ,5.90 ,14.23 ,0.15 ,2.68 
65.82 ,243.06 ,82.99 ,98.04 ,131.00 ,36.58 ,3.92 ,12.71 ,20.80 ,2.38 ,6.49 
8.05 ,25.06 ,5.05 ,5.41 ,4.55 ,19.91 ,2.06 ,2.46 ,27.45 ,0.36 ,1.64 
47.50 ,136.92 ,4.44 ,35.02 ,5.06 ,15.29 ,0.57 ,7.06 ,47.27 ,5.05 ,1.15 
22.98 ,75.50 ,3.57 ,28.88 ,18.33 ,23.93 ,0.30 ,2.28 ,29.04 ,1.00 ,1.50 
54.79 ,136.37 ,48.01 ,11.63 ,45.80 ,18.78 ,1.35 ,8.62 ,1.93 ,9.27 ,3.00 
34.75 ,78.75 ,2.55 ,28.40 ,17.12 ,13.72 ,0.38 ,7.98 ,34.08 ,1.45 ,13.78 
89.33 ,476.00 ,20.41 ,44.00 ,55.76 ,53.69 ,8.00 ,14.38 ,37.56 ,2.33 ,3.01 
58.23 ,85.30 ,8.90 ,19.85 ,23.58 ,36.20 ,0.28 ,9.60 ,20.88 ,0.31 ,4.37 
13.93 ,33.37 ,8.44 ,20.36 ,21.25 ,16.49 ,0.49 ,5.01 ,21.78 ,0.78 ,2.40 
63.13 ,123.27 ,16.77 ,12.49 ,19.59 ,11.61 ,0.38 ,6.91 ,24.85 ,1.39 ,1.26 
45.50 ,78.00 ,3.40 ,21.20 ,14.03 ,8.58 ,0.52 ,2.05 ,21.53 ,2.28 ,8.83 
129.56 ,43.86 ,7.90 ,24.69 ,23.94 ,24.30 ,0.64 ,4.14 ,5.99 ,1.21 ,1.01 
10.50 ,24.75 ,4.42 ,15.72 ,11.93 ,3.30 ,0.50 ,20.33 ,32.75 ,1.90 ,4.75 
19.22 ,21.78 ,5.14 ,31.15 ,20.41 ,31.91 ,0.46 ,9.18 ,10.67 ,0.42 ,0.45 
3.91 ,11.00 ,1.19 ,3.61 ,1.57 ,3.67 ,0.20 ,4.95 ,22.34 ,0.24 ,1.37 
58.25 ,143.75 ,24.75 ,38.77 ,40.75 ,15.40 ,0.73 ,4.38 ,4.90 ,0.10 ,3.55 
241.26 ,387.07 ,56.04 ,78.21 ,127.60 ,51.27 ,1.94 ,21.67 ,98.67 ,6.54 ,22.76 
41.00 ,94.00 ,19.35 ,51.38 ,39.43 ,14.83 ,2.05 ,29.15 ,16.05 ,9.35 ,14.85 
23.28 ,32.40 ,2.98 ,9.11 ,9.84 ,14.75 ,1.07 ,20.54 ,43.56 ,0.20 ,15.56 
45.00 ,102.25 ,13.92 ,45.12 ,35.30 ,5.68 ,1.32 ,6.00 ,10.70 ,2.62 ,2.12 
196.10 ,412.65 ,54.61 ,56.62 ,109.14 ,50.23 ,1.62 ,15.70 ,56.56 ,3.84 ,9.41 
17.93 ,25.77 ,0.80 ,2.38 ,0.99 ,2.47 ,0.18 ,4.39 ,37.80 ,444.38 ,444.38 
55.75 ,104.75 ,16.83 ,55.13 ,39.38 ,10.47 ,1.08 ,10.50 ,29.52 ,6.27 ,8.52 
31.18 ,88.06 ,8.44 ,18.48 ,13.94 ,26.12 ,0.60 ,3.64 ,5.21 ,1.69 ,1.08 
33.71 ,75.30 ,3.85 ,25.72 ,14.34 ,10.46 ,0.64 ,3.72 ,14.34 ,0.84 ,7.69 
58.96 ,140.05 ,6.50 ,45.73 ,29.32 ,26.04 ,0.94 ,14.37 ,18.24 ,1.88 ,10.85 
29.02 ,79.04 ,4.94 ,23.05 ,21.74 ,24.68 ,0.85 ,9.10 ,48.69 ,0.34 ,2.28 
13.50 ,44.25 ,2.35 ,22.95 ,14.07 ,10.53 ,0.79 ,9.72 ,12.75 ,2.33 ,4.92 
33.18 ,79.91 ,2.93 ,25.98 ,22.34 ,18.06 ,1.40 ,13.02 ,39.20 ,0.51 ,3.18 
18.75 ,55.50 ,1.40 ,17.55 ,10.50 ,40.60 ,1.71 ,4.77 ,29.90 ,0.10 ,0.10 
68.09 ,112.57 ,10.19 ,30.99 ,10.33 ,32.41 ,0.46 ,11.92 ,43.27 ,0.10 ,0.83 
54.03 ,127.55 ,7.38 ,37.07 ,27.07 ,30.95 ,1.06 ,11.79 ,80.07 ,1.43 ,20.08 
12.22 ,49.02 ,1.00 ,8.82 ,5.43 ,27.12 ,0.36 ,10.40 ,17.10 ,1.83 ,0.33 
54.25 ,121.00 ,1.62 ,22.22 ,13.10 ,19.23 ,0.10 ,47.90 ,87.70 ,0.10 ,2.10 
31.62 ,70.00 ,2.90 ,15.41 ,12.02 ,18.85 ,0.46 ,2.42 ,37.56 ,0.08 ,0.54 
63.12 ,130.67 ,8.03 ,31.23 ,31.87 ,14.62 ,1.05 ,13.35 ,83.78 ,0.55 ,0.84 
124.49 ,218.21 ,17.16 ,10.03 ,27.19 ,12.92 ,0.71 ,22.41 ,7.79 ,2.75 ,3.37 
34.62 ,94.00 ,4.65 ,33.44 ,21.04 ,11.18 ,0.60 ,5.82 ,16.56 ,1.89 ,10.11 
141.43 ,251.39 ,9.09 ,34.30 ,29.77 ,32.78 ,1.00 ,11.74 ,84.57 ,3.84 ,16.52 
15.24 ,30.48 ,3.08 ,9.04 ,12.16 ,9.46 ,0.36 ,5.51 ,32.42 ,1.09 ,8.96 
40.64 ,106.82 ,15.68 ,38.41 ,46.78 ,25.68 ,1.00 ,10.68 ,42.59 ,0.95 ,7.46 
65.47 ,133.56 ,6.23 ,47.74 ,37.92 ,17.42 ,0.83 ,10.04 ,78.36 ,0.72 ,3.16 
52.70 ,222.49 ,9.41 ,26.69 ,34.61 ,18.12 ,0.19 ,7.41 ,39.59 ,0.22 ,0.70 
8.75 ,8.42 ,3.17 ,15.09 ,5.30 ,4.58 ,0.02 ,4.13 ,28.70 ,0.16 ,1.10 
47.01 ,102.97 ,23.91 ,15.70 ,39.61 ,0.85 ,3.14 ,2.67 ,15.57 ,2.50 ,5.20 
27.80 ,119.65 ,12.34 ,30.89 ,28.07 ,26.80 ,0.66 ,4.37 ,23.97 ,0.88 ,0.49 
56.00 ,94.00 ,8.53 ,33.93 ,11.45 ,39.10 ,0.80 ,43.92 ,119.45 ,0.12 ,1.45 
